Date,Site,Hi_Lo,Replicate,TransectDepth,Pelagic_Benthic,Length,CommonName,Sex,Family,Genus,Species,Latin,a,b,abSource
21-Feb-20,Snake,Lo,3,3,Pass One,14,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,3,Pass Two,16,Kelp Greenling,M,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,3,Pass Two,10,Kelp Greenling,,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,15,Pass One,18,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
21-Feb-20,Snake,Lo,3,15,Pass One,16,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
21-Feb-20,Snake,Lo,3,15,Pass One,17,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
21-Feb-20,Snake,Lo,3,15,Pass One,17,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,15,Pass One,18,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,15,Pass One,14,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,9,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
21-Feb-20,Snake,Lo,3,15,Pass Two,17,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
21-Feb-20,Snake,Lo,3,15,Pass Two,19,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,15,Pass Two,18,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
21-Feb-20,Snake,Lo,3,15,Pass Two,11,Painted Greenling,,Hexagrammidae,Oxylebius,pictus,Oxylebius pictus,0.01122,3.04,FishBase
21-Feb-20,Snake,Lo,3,15,Pass Two,28,Ling Cod,,Hexagrammidae,Ophiodon,elongatus,Ophiodon elongatus,0.002,3.3835,DFO Haggarty and King 2004 Technical Report 2533
7-Mar-20,Porlier,Hi,3,3,Pass One,13,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass One,16,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass One,16,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass One,16,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass One,16,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass One,52,Kelp Greenling,F,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Porlier,Hi,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,12,Kelp Greenling,,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Porlier,Hi,3,3,Pass Two,11,Kelp Greenling,,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Porlier,Hi,3,3,Pass Two,8,Padded Sculpin,,Cottidae,Artedius,fenestralis,Artedius fenestralis,0.00646,3.16,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,18,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
7-Mar-20,Porlier,Hi,3,3,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,5,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
7-Mar-20,Porlier,Hi,3,3,Pass Two,19,Red Irish Lord,,Cottidae,Hemilepidotus ,hemilepidotus,Hemilepidotus hemilepidotus,0.00631,3.11,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
7-Mar-20,Dragon,Lo,4,3,Pass Two,14,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
7-Mar-20,Dragon,Lo,4,3,Pass Two,13,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
7-Mar-20,Dragon,Lo,4,3,Pass Two,17,Kelp Greenling,F,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Dragon,Lo,4,3,Pass Two,9,Kelp Greenling,,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Dragon,Lo,4,3,Pass Two,9,Painted Greenling,,Hexagrammidae,Oxylebius,pictus,Oxylebius pictus,0.01122,3.04,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,22,Kelp Greenling,M,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
7-Mar-20,Dragon,Lo,4,15,Pass One,11,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
7-Mar-20,Dragon,Lo,4,15,Pass One,4,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
