"Site","TransectDepth","Replicate","Latin","SiteID","SpeciesID","Count","Biomass","Hi_Lo","Site_Richness","Site_Abundance","Site_Biomass"
"Coffin","15","1","Rhinogobiops nicholsii","Coffin_15_1","Coffin_15_1_Rhinogobiops nicholsii",12,71.96,"Low",5,16,191.03
"Dragon","15","1","Rhinogobiops nicholsii","Dragon_15_1","Dragon_15_1_Rhinogobiops nicholsii",20,68.34,"Low",7,44,5167.22
"Georgina","15","1","Rhinogobiops nicholsii","Georgina_15_1","Georgina_15_1_Rhinogobiops nicholsii",25,89.73,"Low",7,46,4282.72
"Grainger","15","1","Rhinogobiops nicholsii","Grainger_15_1","Grainger_15_1_Rhinogobiops nicholsii",1,2.17,"High",8,42,10868.44
"Josef","15","1","Rhinogobiops nicholsii","Josef_15_1","Josef_15_1_Rhinogobiops nicholsii",3,12.7,"High",6,39,8799.9
"McKenzie","15","1","Rhinogobiops nicholsii","McKenzie_15_1","McKenzie_15_1_Rhinogobiops nicholsii",3,12.25,"Low",6,14,1411.65
"Porlier","15","1","Rhinogobiops nicholsii","Porlier_15_1","Porlier_15_1_Rhinogobiops nicholsii",22,118.45,"High",7,46,8713.67
"Snake","15","1","Rhinogobiops nicholsii","Snake_15_1","Snake_15_1_Rhinogobiops nicholsii",26,183.62,"Low",3,28,7571.81
"Anniversary","3","2","Rhinogobiops nicholsii","Anniversary_3_2","Anniversary_3_2_Rhinogobiops nicholsii",42,110.23,"Low",5,61,756.36
"Burial","3","2","Rhinogobiops nicholsii","Burial_3_2","Burial_3_2_Rhinogobiops nicholsii",0,0,"High",3,61,375.03
"Coffin","3","2","Rhinogobiops nicholsii","Coffin_3_2","Coffin_3_2_Rhinogobiops nicholsii",3,9.38,"Low",4,10,17.4
"Dragon","3","2","Rhinogobiops nicholsii","Dragon_3_2","Dragon_3_2_Rhinogobiops nicholsii",13,47.26,"Low",6,28,305.28
"Georgina","3","2","Rhinogobiops nicholsii","Georgina_3_2","Georgina_3_2_Rhinogobiops nicholsii",1,3.49,"Low",5,6,4691.88
"Grainger","3","2","Rhinogobiops nicholsii","Grainger_3_2","Grainger_3_2_Rhinogobiops nicholsii",1,2.17,"High",3,3,92.02
"Josef","3","2","Rhinogobiops nicholsii","Josef_3_2","Josef_3_2_Rhinogobiops nicholsii",7,33.31,"High",7,43,4102.42
"McKenzie","3","2","Rhinogobiops nicholsii","McKenzie_3_2","McKenzie_3_2_Rhinogobiops nicholsii",11,69.28,"Low",4,17,100.77
"Porlier","3","2","Rhinogobiops nicholsii","Porlier_3_2","Porlier_3_2_Rhinogobiops nicholsii",7,22.02,"High",3,11,7847.72
"Snake","3","2","Rhinogobiops nicholsii","Snake_3_2","Snake_3_2_Rhinogobiops nicholsii",15,56.9,"Low",5,21,6263.96
"Anniversary","15","2","Rhinogobiops nicholsii","Anniversary_15_2","Anniversary_15_2_Rhinogobiops nicholsii",3,13.23,"Low",3,18,151.28
"Burial","15","2","Rhinogobiops nicholsii","Burial_15_2","Burial_15_2_Rhinogobiops nicholsii",0,0,"High",4,30,39.61
"Coffin","15","2","Rhinogobiops nicholsii","Coffin_15_2","Coffin_15_2_Rhinogobiops nicholsii",6,9.54,"Low",4,15,393.28
"Dragon","15","2","Rhinogobiops nicholsii","Dragon_15_2","Dragon_15_2_Rhinogobiops nicholsii",8,31.85,"Low",7,266,2677.39
"Georgina","15","2","Rhinogobiops nicholsii","Georgina_15_2","Georgina_15_2_Rhinogobiops nicholsii",20,80.23,"Low",5,37,1010.88
"Grainger","15","2","Rhinogobiops nicholsii","Grainger_15_2","Grainger_15_2_Rhinogobiops nicholsii",0,0,"High",5,47,8353.74
"Josef","15","2","Rhinogobiops nicholsii","Josef_15_2","Josef_15_2_Rhinogobiops nicholsii",2,4.34,"High",7,45,19741.24
"McKenzie","15","2","Rhinogobiops nicholsii","McKenzie_15_2","McKenzie_15_2_Rhinogobiops nicholsii",15,60.57,"Low",8,31,648.39
"Porlier","15","2","Rhinogobiops nicholsii","Porlier_15_2","Porlier_15_2_Rhinogobiops nicholsii",11,55.1,"High",8,91,2369.37
"Snake","15","2","Rhinogobiops nicholsii","Snake_15_2","Snake_15_2_Rhinogobiops nicholsii",65,182.4,"Low",7,112,6273.52
"Anniversary","3","3","Rhinogobiops nicholsii","Anniversary_3_3","Anniversary_3_3_Rhinogobiops nicholsii",8,19.07,"Low",3,48,1294.89
"Burial","3","3","Rhinogobiops nicholsii","Burial_3_3","Burial_3_3_Rhinogobiops nicholsii",0,0,"High",3,6,16.09
"Coffin","3","3","Rhinogobiops nicholsii","Coffin_3_3","Coffin_3_3_Rhinogobiops nicholsii",0,0,"Low",3,7,6.97
"Dragon","3","3","Rhinogobiops nicholsii","Dragon_3_3","Dragon_3_3_Rhinogobiops nicholsii",7,30.22,"Low",7,28,471.87
"Georgina","3","3","Rhinogobiops nicholsii","Georgina_3_3","Georgina_3_3_Rhinogobiops nicholsii",0,0,"Low",3,3,112.72
"Grainger","3","3","Rhinogobiops nicholsii","Grainger_3_3","Grainger_3_3_Rhinogobiops nicholsii",7,20.48,"High",7,18,3116.84
"Josef","3","3","Rhinogobiops nicholsii","Josef_3_3","Josef_3_3_Rhinogobiops nicholsii",7,25.35,"High",5,45,1772.58
"McKenzie","3","3","Rhinogobiops nicholsii","McKenzie_3_3","McKenzie_3_3_Rhinogobiops nicholsii",18,105.47,"Low",5,28,130.43
"Porlier","3","3","Rhinogobiops nicholsii","Porlier_3_3","Porlier_3_3_Rhinogobiops nicholsii",11,28.6,"High",7,24,18165.49
"Snake","3","3","Rhinogobiops nicholsii","Snake_3_3","Snake_3_3_Rhinogobiops nicholsii",7,22.87,"Low",3,21,1631.16
"Anniversary","15","3","Rhinogobiops nicholsii","Anniversary_15_3","Anniversary_15_3_Rhinogobiops nicholsii",39,148.35,"Low",3,47,9442.15
"Burial","15","3","Rhinogobiops nicholsii","Burial_15_3","Burial_15_3_Rhinogobiops nicholsii",0,0,"High",1,24,11.86
"Coffin","15","3","Rhinogobiops nicholsii","Coffin_15_3","Coffin_15_3_Rhinogobiops nicholsii",25,67.16,"Low",5,32,88.42
"Dragon","15","3","Rhinogobiops nicholsii","Dragon_15_3","Dragon_15_3_Rhinogobiops nicholsii",30,101.11,"Low",5,72,5875.21
"Georgina","15","3","Rhinogobiops nicholsii","Georgina_15_3","Georgina_15_3_Rhinogobiops nicholsii",20,56.16,"Low",7,58,343.89
"Grainger","15","3","Rhinogobiops nicholsii","Grainger_15_3","Grainger_15_3_Rhinogobiops nicholsii",0,0,"High",5,89,2108.31
"Josef","15","3","Rhinogobiops nicholsii","Josef_15_3","Josef_15_3_Rhinogobiops nicholsii",3,10.93,"High",6,41,2123.88
"McKenzie","15","3","Rhinogobiops nicholsii","McKenzie_15_3","McKenzie_15_3_Rhinogobiops nicholsii",17,83.11,"Low",5,22,13815.55
"Porlier","15","3","Rhinogobiops nicholsii","Porlier_15_3","Porlier_15_3_Rhinogobiops nicholsii",27,107.71,"High",8,81,7335.53
"Snake","15","3","Rhinogobiops nicholsii","Snake_15_3","Snake_15_3_Rhinogobiops nicholsii",38,108.69,"Low",6,50,1202.35
"Burial","3","4","Rhinogobiops nicholsii","Burial_3_4","Burial_3_4_Rhinogobiops nicholsii",0,0,"High",1,10,7.96
"Dragon","3","4","Rhinogobiops nicholsii","Dragon_3_4","Dragon_3_4_Rhinogobiops nicholsii",9,35.88,"Low",4,14,1149.48
"McKenzie","3","4","Rhinogobiops nicholsii","McKenzie_3_4","McKenzie_3_4_Rhinogobiops nicholsii",15,81.09,"Low",5,24,90.11
"Snake","3","4","Rhinogobiops nicholsii","Snake_3_4","Snake_3_4_Rhinogobiops nicholsii",4,5.61,"Low",5,9,16.36
"Anniversary","15","4","Rhinogobiops nicholsii","Anniversary_15_4","Anniversary_15_4_Rhinogobiops nicholsii",12,37.89,"Low",2,14,44.36
"Burial","15","4","Rhinogobiops nicholsii","Burial_15_4","Burial_15_4_Rhinogobiops nicholsii",0,0,"High",4,20,196.44
"Dragon","15","4","Rhinogobiops nicholsii","Dragon_15_4","Dragon_15_4_Rhinogobiops nicholsii",13,49.17,"Low",8,524,2616.28
"McKenzie","15","4","Rhinogobiops nicholsii","McKenzie_15_4","McKenzie_15_4_Rhinogobiops nicholsii",9,27.21,"Low",6,14,66.1
"Snake","15","4","Rhinogobiops nicholsii","Snake_15_4","Snake_15_4_Rhinogobiops nicholsii",32,71.64,"Low",5,38,10212.97
"Anniversary","3","1","Rimicola muscarum","Anniversary_3_1","Anniversary_3_1_Rimicola muscarum",1,0.17,"Low",8,206,2214.53
"Burial","3","1","Rimicola muscarum","Burial_3_1","Burial_3_1_Rimicola muscarum",0,0,"High",5,11,6072.13
"Coffin","3","1","Rimicola muscarum","Coffin_3_1","Coffin_3_1_Rimicola muscarum",0,0,"Low",7,27,84.02
"Dragon","3","1","Rimicola muscarum","Dragon_3_1","Dragon_3_1_Rimicola muscarum",0,0,"Low",7,75,766.57
"Georgina","3","1","Rimicola muscarum","Georgina_3_1","Georgina_3_1_Rimicola muscarum",0,0,"Low",3,7,9516.84
"Grainger","3","1","Rimicola muscarum","Grainger_3_1","Grainger_3_1_Rimicola muscarum",0,0,"High",4,24,943.43
"Josef","3","1","Rimicola muscarum","Josef_3_1","Josef_3_1_Rimicola muscarum",0,0,"High",7,78,3728.68
"McKenzie","3","1","Rimicola muscarum","McKenzie_3_1","McKenzie_3_1_Rimicola muscarum",0,0,"Low",7,24,3056.39
"Porlier","3","1","Rimicola muscarum","Porlier_3_1","Porlier_3_1_Rimicola muscarum",0,0,"High",7,85,5459.05
"Snake","3","1","Rimicola muscarum","Snake_3_1","Snake_3_1_Rimicola muscarum",0,0,"Low",1,1,1.86
"Anniversary","15","1","Rimicola muscarum","Anniversary_15_1","Anniversary_15_1_Rimicola muscarum",0,0,"Low",7,27,1423.05
"Burial","15","1","Rimicola muscarum","Burial_15_1","Burial_15_1_Rimicola muscarum",0,0,"High",3,12,45.57
"Coffin","15","1","Rimicola muscarum","Coffin_15_1","Coffin_15_1_Rimicola muscarum",0,0,"Low",5,16,191.03
"Dragon","15","1","Rimicola muscarum","Dragon_15_1","Dragon_15_1_Rimicola muscarum",0,0,"Low",7,44,5167.22
"Georgina","15","1","Rimicola muscarum","Georgina_15_1","Georgina_15_1_Rimicola muscarum",0,0,"Low",7,46,4282.72
"Grainger","15","1","Rimicola muscarum","Grainger_15_1","Grainger_15_1_Rimicola muscarum",0,0,"High",8,42,10868.44
"Josef","15","1","Rimicola muscarum","Josef_15_1","Josef_15_1_Rimicola muscarum",0,0,"High",6,39,8799.9
"McKenzie","15","1","Rimicola muscarum","McKenzie_15_1","McKenzie_15_1_Rimicola muscarum",0,0,"Low",6,14,1411.65
"Porlier","15","1","Rimicola muscarum","Porlier_15_1","Porlier_15_1_Rimicola muscarum",0,0,"High",7,46,8713.67
"Snake","15","1","Rimicola muscarum","Snake_15_1","Snake_15_1_Rimicola muscarum",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Rimicola muscarum","Anniversary_3_2","Anniversary_3_2_Rimicola muscarum",0,0,"Low",5,61,756.36
"Burial","3","2","Rimicola muscarum","Burial_3_2","Burial_3_2_Rimicola muscarum",0,0,"High",3,61,375.03
"Coffin","3","2","Rimicola muscarum","Coffin_3_2","Coffin_3_2_Rimicola muscarum",0,0,"Low",4,10,17.4
"Dragon","3","2","Rimicola muscarum","Dragon_3_2","Dragon_3_2_Rimicola muscarum",0,0,"Low",6,28,305.28
"Georgina","3","2","Rimicola muscarum","Georgina_3_2","Georgina_3_2_Rimicola muscarum",0,0,"Low",5,6,4691.88
"Grainger","3","2","Rimicola muscarum","Grainger_3_2","Grainger_3_2_Rimicola muscarum",0,0,"High",3,3,92.02
"Josef","3","2","Rimicola muscarum","Josef_3_2","Josef_3_2_Rimicola muscarum",0,0,"High",7,43,4102.42
"McKenzie","3","2","Rimicola muscarum","McKenzie_3_2","McKenzie_3_2_Rimicola muscarum",0,0,"Low",4,17,100.77
"Porlier","3","2","Rimicola muscarum","Porlier_3_2","Porlier_3_2_Rimicola muscarum",0,0,"High",3,11,7847.72
"Snake","3","2","Rimicola muscarum","Snake_3_2","Snake_3_2_Rimicola muscarum",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Rimicola muscarum","Anniversary_15_2","Anniversary_15_2_Rimicola muscarum",0,0,"Low",3,18,151.28
"Burial","15","2","Rimicola muscarum","Burial_15_2","Burial_15_2_Rimicola muscarum",0,0,"High",4,30,39.61
"Coffin","15","2","Rimicola muscarum","Coffin_15_2","Coffin_15_2_Rimicola muscarum",0,0,"Low",4,15,393.28
"Dragon","15","2","Rimicola muscarum","Dragon_15_2","Dragon_15_2_Rimicola muscarum",0,0,"Low",7,266,2677.39
"Georgina","15","2","Rimicola muscarum","Georgina_15_2","Georgina_15_2_Rimicola muscarum",0,0,"Low",5,37,1010.88
"Grainger","15","2","Rimicola muscarum","Grainger_15_2","Grainger_15_2_Rimicola muscarum",0,0,"High",5,47,8353.74
"Josef","15","2","Rimicola muscarum","Josef_15_2","Josef_15_2_Rimicola muscarum",0,0,"High",7,45,19741.24
"McKenzie","15","2","Rimicola muscarum","McKenzie_15_2","McKenzie_15_2_Rimicola muscarum",0,0,"Low",8,31,648.39
"Porlier","15","2","Rimicola muscarum","Porlier_15_2","Porlier_15_2_Rimicola muscarum",0,0,"High",8,91,2369.37
"Snake","15","2","Rimicola muscarum","Snake_15_2","Snake_15_2_Rimicola muscarum",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Rimicola muscarum","Anniversary_3_3","Anniversary_3_3_Rimicola muscarum",0,0,"Low",3,48,1294.89
"Burial","3","3","Rimicola muscarum","Burial_3_3","Burial_3_3_Rimicola muscarum",0,0,"High",3,6,16.09
"Coffin","3","3","Rimicola muscarum","Coffin_3_3","Coffin_3_3_Rimicola muscarum",0,0,"Low",3,7,6.97
"Dragon","3","3","Rimicola muscarum","Dragon_3_3","Dragon_3_3_Rimicola muscarum",0,0,"Low",7,28,471.87
"Georgina","3","3","Rimicola muscarum","Georgina_3_3","Georgina_3_3_Rimicola muscarum",0,0,"Low",3,3,112.72
"Grainger","3","3","Rimicola muscarum","Grainger_3_3","Grainger_3_3_Rimicola muscarum",0,0,"High",7,18,3116.84
"Josef","3","3","Rimicola muscarum","Josef_3_3","Josef_3_3_Rimicola muscarum",0,0,"High",5,45,1772.58
"McKenzie","3","3","Rimicola muscarum","McKenzie_3_3","McKenzie_3_3_Rimicola muscarum",0,0,"Low",5,28,130.43
"Porlier","3","3","Rimicola muscarum","Porlier_3_3","Porlier_3_3_Rimicola muscarum",0,0,"High",7,24,18165.49
"Snake","3","3","Rimicola muscarum","Snake_3_3","Snake_3_3_Rimicola muscarum",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Rimicola muscarum","Anniversary_15_3","Anniversary_15_3_Rimicola muscarum",0,0,"Low",3,47,9442.15
"Burial","15","3","Rimicola muscarum","Burial_15_3","Burial_15_3_Rimicola muscarum",0,0,"High",1,24,11.86
"Coffin","15","3","Rimicola muscarum","Coffin_15_3","Coffin_15_3_Rimicola muscarum",0,0,"Low",5,32,88.42
"Dragon","15","3","Rimicola muscarum","Dragon_15_3","Dragon_15_3_Rimicola muscarum",0,0,"Low",5,72,5875.21
"Georgina","15","3","Rimicola muscarum","Georgina_15_3","Georgina_15_3_Rimicola muscarum",0,0,"Low",7,58,343.89
"Grainger","15","3","Rimicola muscarum","Grainger_15_3","Grainger_15_3_Rimicola muscarum",0,0,"High",5,89,2108.31
"Josef","15","3","Rimicola muscarum","Josef_15_3","Josef_15_3_Rimicola muscarum",0,0,"High",6,41,2123.88
"McKenzie","15","3","Rimicola muscarum","McKenzie_15_3","McKenzie_15_3_Rimicola muscarum",0,0,"Low",5,22,13815.55
"Porlier","15","3","Rimicola muscarum","Porlier_15_3","Porlier_15_3_Rimicola muscarum",0,0,"High",8,81,7335.53
"Snake","15","3","Rimicola muscarum","Snake_15_3","Snake_15_3_Rimicola muscarum",0,0,"Low",6,50,1202.35
"Burial","3","4","Rimicola muscarum","Burial_3_4","Burial_3_4_Rimicola muscarum",0,0,"High",1,10,7.96
"Dragon","3","4","Rimicola muscarum","Dragon_3_4","Dragon_3_4_Rimicola muscarum",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Rimicola muscarum","McKenzie_3_4","McKenzie_3_4_Rimicola muscarum",0,0,"Low",5,24,90.11
"Snake","3","4","Rimicola muscarum","Snake_3_4","Snake_3_4_Rimicola muscarum",0,0,"Low",5,9,16.36
"Anniversary","15","4","Rimicola muscarum","Anniversary_15_4","Anniversary_15_4_Rimicola muscarum",0,0,"Low",2,14,44.36
"Burial","15","4","Rimicola muscarum","Burial_15_4","Burial_15_4_Rimicola muscarum",0,0,"High",4,20,196.44
"Dragon","15","4","Rimicola muscarum","Dragon_15_4","Dragon_15_4_Rimicola muscarum",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Rimicola muscarum","McKenzie_15_4","McKenzie_15_4_Rimicola muscarum",0,0,"Low",6,14,66.1
"Snake","15","4","Rimicola muscarum","Snake_15_4","Snake_15_4_Rimicola muscarum",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Sebastes auriculatus","Anniversary_3_1","Anniversary_3_1_Sebastes auriculatus",0,0,"Low",8,206,2214.53
"Burial","3","1","Sebastes auriculatus","Burial_3_1","Burial_3_1_Sebastes auriculatus",0,0,"High",5,11,6072.13
"Coffin","3","1","Sebastes auriculatus","Coffin_3_1","Coffin_3_1_Sebastes auriculatus",0,0,"Low",7,27,84.02
"Dragon","3","1","Sebastes auriculatus","Dragon_3_1","Dragon_3_1_Sebastes auriculatus",0,0,"Low",7,75,766.57
"Georgina","3","1","Sebastes auriculatus","Georgina_3_1","Georgina_3_1_Sebastes auriculatus",0,0,"Low",3,7,9516.84
"Grainger","3","1","Sebastes auriculatus","Grainger_3_1","Grainger_3_1_Sebastes auriculatus",0,0,"High",4,24,943.43
"Josef","3","1","Sebastes auriculatus","Josef_3_1","Josef_3_1_Sebastes auriculatus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Sebastes auriculatus","McKenzie_3_1","McKenzie_3_1_Sebastes auriculatus",0,0,"Low",7,24,3056.39
"Porlier","3","1","Sebastes auriculatus","Porlier_3_1","Porlier_3_1_Sebastes auriculatus",0,0,"High",7,85,5459.05
"Snake","3","1","Sebastes auriculatus","Snake_3_1","Snake_3_1_Sebastes auriculatus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Sebastes auriculatus","Anniversary_15_1","Anniversary_15_1_Sebastes auriculatus",0,0,"Low",7,27,1423.05
"Burial","15","1","Sebastes auriculatus","Burial_15_1","Burial_15_1_Sebastes auriculatus",0,0,"High",3,12,45.57
"Coffin","15","1","Sebastes auriculatus","Coffin_15_1","Coffin_15_1_Sebastes auriculatus",0,0,"Low",5,16,191.03
"Dragon","15","1","Sebastes auriculatus","Dragon_15_1","Dragon_15_1_Sebastes auriculatus",0,0,"Low",7,44,5167.22
"Georgina","15","1","Sebastes auriculatus","Georgina_15_1","Georgina_15_1_Sebastes auriculatus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Sebastes auriculatus","Grainger_15_1","Grainger_15_1_Sebastes auriculatus",0,0,"High",8,42,10868.44
"Josef","15","1","Sebastes auriculatus","Josef_15_1","Josef_15_1_Sebastes auriculatus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Sebastes auriculatus","McKenzie_15_1","McKenzie_15_1_Sebastes auriculatus",1,21.53,"Low",6,14,1411.65
"Porlier","15","1","Sebastes auriculatus","Porlier_15_1","Porlier_15_1_Sebastes auriculatus",0,0,"High",7,46,8713.67
"Snake","15","1","Sebastes auriculatus","Snake_15_1","Snake_15_1_Sebastes auriculatus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Sebastes auriculatus","Anniversary_3_2","Anniversary_3_2_Sebastes auriculatus",0,0,"Low",5,61,756.36
"Burial","3","2","Sebastes auriculatus","Burial_3_2","Burial_3_2_Sebastes auriculatus",0,0,"High",3,61,375.03
"Coffin","3","2","Sebastes auriculatus","Coffin_3_2","Coffin_3_2_Sebastes auriculatus",0,0,"Low",4,10,17.4
"Dragon","3","2","Sebastes auriculatus","Dragon_3_2","Dragon_3_2_Sebastes auriculatus",0,0,"Low",6,28,305.28
"Georgina","3","2","Sebastes auriculatus","Georgina_3_2","Georgina_3_2_Sebastes auriculatus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Sebastes auriculatus","Grainger_3_2","Grainger_3_2_Sebastes auriculatus",0,0,"High",3,3,92.02
"Josef","3","2","Sebastes auriculatus","Josef_3_2","Josef_3_2_Sebastes auriculatus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Sebastes auriculatus","McKenzie_3_2","McKenzie_3_2_Sebastes auriculatus",0,0,"Low",4,17,100.77
"Porlier","3","2","Sebastes auriculatus","Porlier_3_2","Porlier_3_2_Sebastes auriculatus",0,0,"High",3,11,7847.72
"Snake","3","2","Sebastes auriculatus","Snake_3_2","Snake_3_2_Sebastes auriculatus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Sebastes auriculatus","Anniversary_15_2","Anniversary_15_2_Sebastes auriculatus",0,0,"Low",3,18,151.28
"Burial","15","2","Sebastes auriculatus","Burial_15_2","Burial_15_2_Sebastes auriculatus",0,0,"High",4,30,39.61
"Coffin","15","2","Sebastes auriculatus","Coffin_15_2","Coffin_15_2_Sebastes auriculatus",0,0,"Low",4,15,393.28
"Dragon","15","2","Sebastes auriculatus","Dragon_15_2","Dragon_15_2_Sebastes auriculatus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Sebastes auriculatus","Georgina_15_2","Georgina_15_2_Sebastes auriculatus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Sebastes auriculatus","Grainger_15_2","Grainger_15_2_Sebastes auriculatus",0,0,"High",5,47,8353.74
"Josef","15","2","Sebastes auriculatus","Josef_15_2","Josef_15_2_Sebastes auriculatus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Sebastes auriculatus","McKenzie_15_2","McKenzie_15_2_Sebastes auriculatus",0,0,"Low",8,31,648.39
"Porlier","15","2","Sebastes auriculatus","Porlier_15_2","Porlier_15_2_Sebastes auriculatus",0,0,"High",8,91,2369.37
"Snake","15","2","Sebastes auriculatus","Snake_15_2","Snake_15_2_Sebastes auriculatus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Sebastes auriculatus","Anniversary_3_3","Anniversary_3_3_Sebastes auriculatus",0,0,"Low",3,48,1294.89
"Burial","3","3","Sebastes auriculatus","Burial_3_3","Burial_3_3_Sebastes auriculatus",0,0,"High",3,6,16.09
"Coffin","3","3","Sebastes auriculatus","Coffin_3_3","Coffin_3_3_Sebastes auriculatus",0,0,"Low",3,7,6.97
"Dragon","3","3","Sebastes auriculatus","Dragon_3_3","Dragon_3_3_Sebastes auriculatus",0,0,"Low",7,28,471.87
"Georgina","3","3","Sebastes auriculatus","Georgina_3_3","Georgina_3_3_Sebastes auriculatus",0,0,"Low",3,3,112.72
"Grainger","3","3","Sebastes auriculatus","Grainger_3_3","Grainger_3_3_Sebastes auriculatus",0,0,"High",7,18,3116.84
"Josef","3","3","Sebastes auriculatus","Josef_3_3","Josef_3_3_Sebastes auriculatus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Sebastes auriculatus","McKenzie_3_3","McKenzie_3_3_Sebastes auriculatus",1,1.46,"Low",5,28,130.43
"Porlier","3","3","Sebastes auriculatus","Porlier_3_3","Porlier_3_3_Sebastes auriculatus",0,0,"High",7,24,18165.49
"Snake","3","3","Sebastes auriculatus","Snake_3_3","Snake_3_3_Sebastes auriculatus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Sebastes auriculatus","Anniversary_15_3","Anniversary_15_3_Sebastes auriculatus",0,0,"Low",3,47,9442.15
"Burial","15","3","Sebastes auriculatus","Burial_15_3","Burial_15_3_Sebastes auriculatus",0,0,"High",1,24,11.86
"Coffin","15","3","Sebastes auriculatus","Coffin_15_3","Coffin_15_3_Sebastes auriculatus",0,0,"Low",5,32,88.42
"Dragon","15","3","Sebastes auriculatus","Dragon_15_3","Dragon_15_3_Sebastes auriculatus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Sebastes auriculatus","Georgina_15_3","Georgina_15_3_Sebastes auriculatus",0,0,"Low",7,58,343.89
"Grainger","15","3","Sebastes auriculatus","Grainger_15_3","Grainger_15_3_Sebastes auriculatus",0,0,"High",5,89,2108.31
"Josef","15","3","Sebastes auriculatus","Josef_15_3","Josef_15_3_Sebastes auriculatus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Sebastes auriculatus","McKenzie_15_3","McKenzie_15_3_Sebastes auriculatus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Sebastes auriculatus","Porlier_15_3","Porlier_15_3_Sebastes auriculatus",0,0,"High",8,81,7335.53
"Snake","15","3","Sebastes auriculatus","Snake_15_3","Snake_15_3_Sebastes auriculatus",0,0,"Low",6,50,1202.35
"Burial","3","4","Sebastes auriculatus","Burial_3_4","Burial_3_4_Sebastes auriculatus",0,0,"High",1,10,7.96
"Dragon","3","4","Sebastes auriculatus","Dragon_3_4","Dragon_3_4_Sebastes auriculatus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Sebastes auriculatus","McKenzie_3_4","McKenzie_3_4_Sebastes auriculatus",0,0,"Low",5,24,90.11
"Snake","3","4","Sebastes auriculatus","Snake_3_4","Snake_3_4_Sebastes auriculatus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Sebastes auriculatus","Anniversary_15_4","Anniversary_15_4_Sebastes auriculatus",0,0,"Low",2,14,44.36
"Burial","15","4","Sebastes auriculatus","Burial_15_4","Burial_15_4_Sebastes auriculatus",1,180.8,"High",4,20,196.44
"Dragon","15","4","Sebastes auriculatus","Dragon_15_4","Dragon_15_4_Sebastes auriculatus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Sebastes auriculatus","McKenzie_15_4","McKenzie_15_4_Sebastes auriculatus",0,0,"Low",6,14,66.1
"Snake","15","4","Sebastes auriculatus","Snake_15_4","Snake_15_4_Sebastes auriculatus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Sebastes caurinus","Anniversary_3_1","Anniversary_3_1_Sebastes caurinus",3,869.4,"Low",8,206,2214.53
"Burial","3","1","Sebastes caurinus","Burial_3_1","Burial_3_1_Sebastes caurinus",0,0,"High",5,11,6072.13
"Coffin","3","1","Sebastes caurinus","Coffin_3_1","Coffin_3_1_Sebastes caurinus",0,0,"Low",7,27,84.02
"Dragon","3","1","Sebastes caurinus","Dragon_3_1","Dragon_3_1_Sebastes caurinus",1,2.34,"Low",7,75,766.57
"Georgina","3","1","Sebastes caurinus","Georgina_3_1","Georgina_3_1_Sebastes caurinus",1,53.53,"Low",3,7,9516.84
"Grainger","3","1","Sebastes caurinus","Grainger_3_1","Grainger_3_1_Sebastes caurinus",0,0,"High",4,24,943.43
"Josef","3","1","Sebastes caurinus","Josef_3_1","Josef_3_1_Sebastes caurinus",2,1235.26,"High",7,78,3728.68
"McKenzie","3","1","Sebastes caurinus","McKenzie_3_1","McKenzie_3_1_Sebastes caurinus",8,18.72,"Low",7,24,3056.39
"Porlier","3","1","Sebastes caurinus","Porlier_3_1","Porlier_3_1_Sebastes caurinus",6,2331.51,"High",7,85,5459.05
"Snake","3","1","Sebastes caurinus","Snake_3_1","Snake_3_1_Sebastes caurinus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Sebastes caurinus","Anniversary_15_1","Anniversary_15_1_Sebastes caurinus",2,453.74,"Low",7,27,1423.05
